CASEID,SEX,RACE,SCHLCOLL,ACTIVITY,DURATION
20160302161279,1,100,5,10201,10
20160302161279,1,100,5,20203,10
20160302161279,1,100,5,30101,10
20160302161279,1,100,5,20201,10
20160302161279,1,100,5,30101,10
20160302161279,1,100,5,30102,20
20160302161279,1,100,5,30101,10
20160302161279,1,100,5,10201,10
20160302161279,1,100,5,180302,10
20160302161279,1,100,5,30112,5
20160302161279,1,100,5,180501,10
20160302161279,1,100,5,50101,490
20160302161279,1,100,5,180302,10
20160302161279,1,100,5,30112,5
20160302161279,1,100,5,180302,10
20160302161279,1,100,5,20201,25
20160302161279,1,100,5,110101,30
20160302161279,1,100,5,180601,10
20160302161279,1,100,5,60101,150
20160302161279,1,100,5,180601,10
20160302161279,1,100,5,30106,5
20160302161279,1,100,5,30201,45
20160302161279,1,100,5,30101,30
20160302161279,1,100,5,120303,30
20160302161279,1,100,5,30101,5
20160302161279,1,100,5,30101,25
20160302161279,1,100,5,60301,30
20160302161279,1,100,5,120303,60
20160302161279,1,100,5,10201,15
20160302161279,1,100,5,10101,240
20160302161284,1,100,5,10101,90
20160302161284,1,100,5,10201,30
20160302161284,1,100,5,110101,60
20160302161284,1,100,5,50101,330
20160302161284,1,100,5,20902,5
20160302161284,1,100,5,70104,5
20160302161284,1,100,5,180704,150
20160302161284,1,100,5,70104,10
20160302161284,1,100,5,180704,15
20160302161284,1,100,5,20902,5
20160302161284,1,100,5,120303,20
20160302161284,1,100,5,180306,5
20160302161284,1,100,5,30503,1
20160302161284,1,100,5,180306,5
20160302161284,1,100,5,120303,60
20160302161284,1,100,5,181101,10
20160302161284,1,100,5,110101,90
20160302161284,1,100,5,181204,20
20160302161284,1,100,5,120403,120
20160302161284,1,100,5,181204,15
20160302161284,1,100,5,20603,15
20160302161284,1,100,5,120303,139
20160302161284,1,100,5,10101,240
20160302161400,1,110,5,10101,120
20160302161400,1,110,5,10201,60
20160302161400,1,110,5,110101,10
20160302161400,1,110,5,180601,20
20160302161400,1,110,5,60101,270
20160302161400,1,110,5,180601,20
20160302161400,1,110,5,110101,20
20160302161400,1,110,5,120303,110
20160302161400,1,110,5,120312,60
20160302161400,1,110,5,130134,60
20160302161400,1,110,5,10201,15
20160302161400,1,110,5,120303,180
20160302161400,1,110,5,20201,30
20160302161400,1,110,5,110101,15
20160302161400,1,110,5,160102,30
20160302161400,1,110,5,120312,90
20160302161400,1,110,5,10201,2
20160302161400,1,110,5,10101,328
20160302161606,1,100,5,120303,60
20160302161606,1,100,5,180703,10
20160302161606,1,100,5,70103,2
20160302161606,1,100,5,180703,10
20160302161606,1,100,5,20101,10
20160302161606,1,100,5,120303,58
20160302161606,1,100,5,30101,15
20160302161606,1,100,5,20101,15
20160302161606,1,100,5,180302,10
20160302161606,1,100,5,30112,2
20160302161606,1,100,5,180302,10
20160302161606,1,100,5,10101,188
20160302161606,1,100,5,10201,15
20160302161606,1,100,5,181101,5
20160302161606,1,100,5,110101,30
20160302161606,1,100,5,120101,120
20160302161606,1,100,5,180704,2
20160302161606,1,100,5,70104,8
20160302161606,1,100,5,180704,5
20160302161606,1,100,5,20902,60
20160302161606,1,100,5,180209,5
20160302161606,1,100,5,20902,2
20160302161606,1,100,5,180804,30
20160302161606,1,100,5,80401,30
20160302161606,1,100,5,180804,30
20160302161606,1,100,5,20902,15
20160302161606,1,100,5,180703,3
20160302161606,1,100,5,70103,1
20160302161606,1,100,5,181501,10
20160302161606,1,100,5,150204,154
20160302161606,1,100,5,180703,3
20160302161606,1,100,5,70103,3
20160302161606,1,100,5,180703,10
20160302161606,1,100,5,120303,30
20160302161606,1,100,5,30101,30
20160302161606,1,100,5,20203,15
20160302161606,1,100,5,120303,30
20160302161606,1,100,5,10101,194
20160302161606,1,100,5,120303,150
20160302161606,1,100,5,10101,60
20160302161796,1,100,5,10101,240
20160302161796,1,100,5,20201,135
20160302161796,1,100,5,110101,15
20160302161796,1,100,5,10201,20
20160302161796,1,100,5,180704,7
20160302161796,1,100,5,70104,40
20160302161796,1,100,5,180704,7
20160302161796,1,100,5,20104,15
20160302161796,1,100,5,110101,10
20160302161796,1,100,5,181202,8
20160302161796,1,100,5,120201,120
20160302161796,1,100,5,181202,8
20160302161796,1,100,5,60301,150
20160302161796,1,100,5,120101,155
20160302161796,1,100,5,60301,120
20160302161796,1,100,5,10101,390
20160302161860,1,100,5,10101,360
20160302161860,1,100,5,160199,15
20160302161860,1,100,5,120308,20
20160302161860,1,100,5,180703,8
20160302161860,1,100,5,70103,5
20160302161860,1,100,5,181101,2
20160302161860,1,100,5,110201,5
20160302161860,1,100,5,110101,30
20160302161860,1,100,5,160102,15
20160302161860,1,100,5,181201,8
20160302161860,1,100,5,120101,60
20160302161860,1,100,5,120308,30
20160302161860,1,100,5,181206,2
20160302161860,1,100,5,20101,15
20160302161860,1,100,5,20102,10
20160302161860,1,100,5,20203,10
20160302161860,1,100,5,20101,10
20160302161860,1,100,5,10201,20
20160302161860,1,100,5,120307,90
20160302161860,1,100,5,180703,10
20160302161860,1,100,5,70103,10
20160302161860,1,100,5,180703,10
20160302161860,1,100,5,110101,20
20160302161860,1,100,5,120303,135
20160302161860,1,100,5,60301,75
20160302161860,1,100,5,180603,5
20160302161860,1,100,5,60301,90
20160302161860,1,100,5,180703,15
20160302161860,1,100,5,70103,15
20160302161860,1,100,5,180703,10
20160302161860,1,100,5,20902,5
20160302161860,1,100,5,180202,2
20160302161860,1,100,5,20201,15
20160302161860,1,100,5,110101,10
20160302161860,1,100,5,60301,60
20160302161860,1,100,5,180603,2
20160302161860,1,100,5,10201,10
20160302161860,1,100,5,120308,10
20160302161860,1,100,5,10101,216
20160302161911,1,100,5,10101,300
20160302161911,1,100,5,10201,60
20160302161911,1,100,5,110101,30
20160302161911,1,100,5,120303,60
20160302161911,1,100,5,70104,60
20160302161911,1,100,5,60301,120
20160302161911,1,100,5,181101,10
20160302161911,1,100,5,110101,20
20160302161911,1,100,5,181101,10
20160302161911,1,100,5,120303,50
20160302161911,1,100,5,60301,90
20160302161911,1,100,5,110101,30
20160302161911,1,100,5,10201,60
20160302161911,1,100,5,180406,10
20160302161911,1,100,5,40507,20
20160302161911,1,100,5,180406,5
20160302161911,1,100,5,40507,15
20160302161911,1,100,5,181201,10
20160302161911,1,100,5,120101,180
20160302161911,1,100,5,120303,60
20160302161911,1,100,5,180703,5
20160302161911,1,100,5,70103,10
20160302161911,1,100,5,181206,5
20160302161911,1,100,5,120303,40
20160302161911,1,100,5,180406,15
20160302161911,1,100,5,40507,10
20160302161911,1,100,5,180406,10
20160302161911,1,100,5,40507,5
20160302161911,1,100,5,180406,10
20160302161911,1,100,5,10201,25
20160302161911,1,100,5,120312,30
20160302161911,1,100,5,10101,75
20160302162115,1,100,5,10101,270
20160302162115,1,100,5,20201,30
20160302162115,1,100,5,20101,120
20160302162115,1,100,5,120312,30
20160302162115,1,100,5,20101,120
20160302162115,1,100,5,180701,5
20160302162115,1,100,5,70101,60
20160302162115,1,100,5,180703,2
20160302162115,1,100,5,70103,15
20160302162115,1,100,5,180703,5
20160302162115,1,100,5,20902,15
20160302162115,1,100,5,20104,10
20160302162115,1,100,5,20102,3
20160302162115,1,100,5,120303,125
20160302162115,1,100,5,70103,5
20160302162115,1,100,5,120303,55
20160302162115,1,100,5,110101,20
20160302162115,1,100,5,120303,30
20160302162115,1,100,5,30101,40
20160302162115,1,100,5,500101,45
20160302162115,1,100,5,120303,120
20160302162115,1,100,5,10101,315
20160302162228,1,100,5,10101,300
20160302162228,1,100,5,10201,20
20160302162228,1,100,5,180501,10
20160302162228,1,100,5,50101,150
20160302162228,1,100,5,110101,15
20160302162228,1,100,5,50101,150
20160302162228,1,100,5,120301,30
20160302162228,1,100,5,50101,180
20160302162228,1,100,5,180501,10
20160302162228,1,100,5,10201,30
20160302162228,1,100,5,181101,20
20160302162228,1,100,5,110101,120
20160302162228,1,100,5,181101,15
20160302162228,1,100,5,120303,30
20160302162228,1,100,5,10101,360
20160303160555,1,100,5,10101,120
20160303160555,1,100,5,110101,10
20160303160555,1,100,5,180306,20
20160303160555,1,100,5,30503,1
20160303160555,1,100,5,181301,10
20160303160555,1,100,5,130134,60
20160303160555,1,100,5,10201,15
20160303160555,1,100,5,50101,244
20160303160555,1,100,5,110101,30
20160303160555,1,100,5,50101,240
20160303160555,1,100,5,180501,1
20160303160555,1,100,5,50102,120
20160303160555,1,100,5,181101,2
20160303160555,1,100,5,110101,30
20160303160555,1,100,5,189999,2
20160303160555,1,100,5,500101,120
20160303160555,1,100,5,189999,30
20160303160555,1,100,5,120303,30
20160303160555,1,100,5,10101,355
20160303160687,1,131,5,10101,300
20160303160687,1,131,5,120303,210
20160303160687,1,131,5,10201,60
20160303160687,1,131,5,20201,90
20160303160687,1,131,5,110101,20
20160303160687,1,131,5,181301,2
20160303160687,1,131,5,130131,60
20160303160687,1,131,5,181301,2
20160303160687,1,131,5,120303,216
20160303160687,1,131,5,20201,60
20160303160687,1,131,5,110101,60
20160303160687,1,131,5,60301,60
20160303160687,1,131,5,10101,300
20160402161411,1,100,5,10101,240
20160402161411,1,100,5,40504,120
20160402161411,1,100,5,180704,10
20160402161411,1,100,5,70104,20
20160402161411,1,100,5,180704,10
20160402161411,1,100,5,40504,80
20160402161411,1,100,5,110101,60
20160402161411,1,100,5,60301,180
20160402161411,1,100,5,20201,120
20160402161411,1,100,5,120303,180
20160402161411,1,100,5,10101,420
20160403160781,1,100,5,10101,180
20160403160781,1,100,5,30101,30
20160403160781,1,100,5,120308,120
20160403160781,1,100,5,20501,60
20160403160781,1,100,5,110101,60
20160403160781,1,100,5,60301,90
20160403160781,1,100,5,110101,30
20160403160781,1,100,5,60301,90
20160403160781,1,100,5,180302,10
20160403160781,1,100,5,30112,15
20160403160781,1,100,5,180302,15
20160403160781,1,100,5,30112,3
20160403160781,1,100,5,180302,32
20160403160781,1,100,5,30112,30
20160403160781,1,100,5,180302,15
20160403160781,1,100,5,120101,60
20160403160781,1,100,5,20201,60
