CASEID,SEX,RACE,SCHLCOLL,ACTIVITY,DURATION
20160201161199,2,100,5,20104,10
20160201161199,2,100,5,10201,15
20160201161199,2,100,5,20102,40
20160201161199,2,100,5,20201,30
20160201161199,2,100,5,110101,30
20160201161199,2,100,5,120101,120
20160201161199,2,100,5,500103,10
20160201161199,2,100,5,20201,60
20160201161199,2,100,5,110101,60
20160201161199,2,100,5,20203,60
20160201161199,2,100,5,120303,60
20160201161199,2,100,5,10101,415
20160201161235,2,100,5,10101,120
20160201161235,2,100,5,10201,90
20160201161235,2,100,5,181401,15
20160201161235,2,100,5,140101,105
20160201161235,2,100,5,181401,15
20160201161235,2,100,5,110101,60
20160201161235,2,100,5,180302,15
20160201161235,2,100,5,30112,20
20160201161235,2,100,5,181101,20
20160201161235,2,100,5,110101,140
20160201161235,2,100,5,181101,20
20160201161235,2,100,5,10101,45
20160201161235,2,100,5,60301,120
20160201161235,2,100,5,20201,20
20160201161235,2,100,5,110101,15
20160201161235,2,100,5,20203,60
20160201161235,2,100,5,120303,110
20160201161235,2,100,5,30109,60
20160201161235,2,100,5,10201,45
20160201161235,2,100,5,60301,60
20160201161235,2,100,5,10101,285
20160201161297,2,100,5,10101,180
20160201161297,2,100,5,30101,15
20160201161297,2,100,5,10201,15
20160201161297,2,100,5,110101,15
20160201161297,2,100,5,181501,15
20160201161297,2,100,5,159999,270
20160201161297,2,100,5,110101,40
20160201161297,2,100,5,181101,20
20160201161297,2,100,5,500101,60
20160201161297,2,100,5,60301,180
20160201161297,2,100,5,20201,40
20160201161297,2,100,5,110101,20
20160201161297,2,100,5,60301,150
20160201161297,2,100,5,20602,15
20160201161297,2,100,5,60301,165
20160201161297,2,100,5,120312,30
20160201161297,2,100,5,10101,210
20160201161430,2,100,5,10101,360
20160201161430,2,100,5,20201,180
20160201161430,2,100,5,20602,5
20160201161430,2,100,5,20602,120
20160201161430,2,100,5,110101,30
20160201161430,2,100,5,20201,145
20160201161430,2,100,5,120308,120
20160201161430,2,100,5,110101,30
20160201161430,2,100,5,20203,60
20160201161430,2,100,5,10201,30
20160201161430,2,100,5,10101,360
